PROJECT_NAME,ADDRESS,CITY,STATE,ZIP,COUNTY,SITE_TYPE,SITE_TYPE_DETAILED,ACRES,APN,NATIONAL_PRIORITIES_LIST,REGULATORY_AGENCIES_INVOLVED,LEAD_AGENCY,PROJECT_MANAGER,SUPERVISOR,DIVISION_BRANCH,ENVIROSTOR_ID,SITE_CODE,ASSEMBLY,SENATE,CONGRESSIONAL_DISTRICT,SPECIAL_PROGRAM,STATUS,STATUS_DATE,PAST_USES,POTENTIAL_COC,CONFIRMED_COC,POTENTIAL_MEDIA_AFFECTED,RESTRICTED_USE,SITE_MGMT_REQ,FUNDING,LATITUDE,LONGITUDE
WOODROW WILSON HIGH SCHOOL,Eighth Street/Ximeno Avenue,Long Beach,CA,90804,LOS ANGELES,School Investigation,School,1.6,NONE SPECIFIED,NO,SMBRP,SMBRP,,Javier Hinojosa,Southern California Schools & Brownfields Outreach,19820028,404060,69,33,42,,No Action Required,6/1/2001 0:00,* EDUCATIONAL SERVICES,"NONE SPECIFIED,31000",NONE SPECIFIED,NMA,NO,NONE SPECIFIED,School District,33.7834,-118.1506
LONG BCH CA BRIGADE,,Long Beach,CA,,LOS ANGELES,Military Evaluation,FUDS,0,NONE SPECIFIED,NO,SMBRP,SMBRP,,Douglas Bautista,Cleanup Cypress,80000304,,62,33,44,,Inactive - Needs Evaluation,7/1/2005 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,DERA,33.83361111,-118.1502778
SOUTH PASADENA MIDDLE SCHOOL,1600 Oak Street,South Pasadena,CA,91030,LOS ANGELES,School Investigation,School,2,"5320-005-003, 5320-005-004, 5320-005-021, 5320-006-901, 5320005003, 5320005004, 5320005021, 5320006901",NO,DTSC,DTSC,,Shahir Haddad,Southern California Schools & Brownfields Outreach,60000056,304454,49,25,28,,No Further Action,3/4/2010 0:00,* EDUCATIONAL SERVICES,30013,NONE SPECIFIED,SOIL,NO,NONE SPECIFIED,School District,34.108235,-118.150036
GLOBE ASBESTOS CO.,,Pasadena,CA,,LOS ANGELES,Military Evaluation,FUDS,0,NONE SPECIFIED,NO,SMBRP,SMBRP,,Douglas Bautista,Cleanup Cypress,80001011,,41,25,28,,Inactive - Needs Evaluation,7/1/2005 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,DERA,34.13611111,-118.15
ASSOCIATED MANUFACTURING CO.,,Pasadena,CA,,LOS ANGELES,Military Evaluation,FUDS,0,NONE SPECIFIED,NO,SMBRP,SMBRP,,Douglas Bautista,Cleanup Cypress,80000980,,41,25,28,,Inactive - Needs Evaluation,7/1/2005 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,DERA,34.13611111,-118.15
Golden Oil Truck Supply,6501 Clara Street,Bell Gardens,CA,90201,LOS ANGELES,Evaluation,Evaluation,0,NONE SPECIFIED,NO,LOS ANGELES COUNTY,LOS ANGELES COUNTY,Joseph Cully,Douglas Bautista,Cleanup Cypress,60001732,,64,33,42,EPA - PASI,Refer: Other Agency,1/10/2000 0:00,NONE SPECIFIED,30013,30013,NONE SPECIFIED,NO,NONE SPECIFIED,EPA Grant,33.962129,-118.149925
5710 Smithway,5710 Smithway Street.,City of Commerce,CA,90091,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,12.3,"6336019030, 6336019031, 6336024018",NO,SMBRP,SMBRP,Folashade Simpson,Andres Cano,Cleanup Chatsworth,60000142,301176,54,33,42,,Active,4/7/2003 0:00,"DEGREASING FACILITY, MANUFACTURING - METAL","30195, 30536, 30564",30195,"OTH, SOIL",NO,NONE SPECIFIED,Responsible Party,34.006994,-118.149628
MGM Transformers Company,5701 Smithway St.,Commerce,CA,90040,LOS ANGELES,Evaluation,Evaluation,3,NONE SPECIFIED,NO,SMBRP,SMBRP,Folashade Simpson,Andres Cano,Cleanup Chatsworth,60001488,,54,33,42,,Active,10/18/2022 0:00,METAL PLATING - OTHER,"30022, 30027","3,002,230,027",SOIL,NO,NONE SPECIFIED,Orphan Funds,34.008235,-118.149545
ELEMENTARY SCHOOL NO. 17,Lancaster Boulevard/35th Street West,Lancaster,CA,93534-3201,LOS ANGELES,School Investigation,School,20,NONE SPECIFIED,NO,DTSC,DTSC,,Shahir Haddad,Southern California Schools & Brownfields Outreach,19650015,304336,39,23,27,,No Action Required,11/19/2001 0:00,NONE,"NONE SPECIFIED,31000",NONE SPECIFIED,NMA,NO,NONE SPECIFIED,School District,34.6992,-118.14949
PACIFIC TUBE CO,5710 SMITHWAY STREET,COMMERCE,CA,90040,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,3.76,6336018020,NO,SMBRP,SMBRP,Folashade Simpson,Andres Cano,Cleanup Chatsworth,19340719,300115,54,33,42,Voluntary Agreement - Standard Voluntary Agreement,Active,6/7/2018 0:00,AEROSPACE MANUFACTURING/MAINTENANCE,"10003, 10009, 10067, 10176, 10193, 10197, 30022, 30027","3,002,230,027","OTH, SOIL, SV, IA, OTH, SOIL",YES," DAY, ELD, HOS, LUC, NOWN, NUSE, NDEV, NSUB, SCH, FOOD, RES",Responsible Party,34.007131,-118.149478
HUNTINGTON MEDICAL PLAZA,N.W. CORNER OF FAIR OAKS & BELLEFONTAINE,PASADENA,CA,91105,LOS ANGELES,State Response,State Response or NPL,0.1,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,Sayareh Amirebrahimi,Cleanup Chatsworth,19800027,,41,25,28,,Certified,9/1/1984 0:00,"FUEL - VEHICLE STORAGE/ REFUELING, VEHICLE MAINTENANCE","30003, 30022","3,000,330,022","SOIL, SV",NO,NONE SPECIFIED,Responsible Party,34.13177,-118.14944
Pacific Tube Co.,5710 Smithway Street,Los Angeles,CA,90040,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,,Cleanup Chatsworth,71002224,,54,33,42,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,34.0070389,-118.1494387
443 S Raymond,443 South Raymond Avenue,Pasadena,CA,91105,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,2,NONE SPECIFIED,NO,SMBRP,SMBRP,,Jose Diaz,Cleanup Chatsworth,60003013,301908,41,25,28,Voluntary Agreement - Standard Voluntary Agreement,No Further Action,8/5/2021 0:00,"DRY CLEANING, UNDERGROUND STORAGE TANKS","30003, 30022, 30027, 30484","30,003,300,223,002,700,000","IA, SOIL, SV",NO,NONE SPECIFIED,Responsible Party,34.1380765,-118.149285
RAYMOND AVENUE PROPERTY,707 S. RAYMOND AVE.,PASADENA,CA,91105,LOS ANGELES,Evaluation,Evaluation,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,Referred - Not Assigned,Cleanup Cypress,19650033,,41,25,28,,Refer: 1248 Local Agency,12/16/2003 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,Not Applicable,34.13331959,-118.1492219
JAVA LANES BOWLING ALLEY,3738/3800 East Pacific Coast Highway,Long Beach,CA,90804,LOS ANGELES,School Investigation,School,3.14,NONE SPECIFIED,NO,SMBRP,SMBRP,,Shahir Haddad,Southern California Schools & Brownfields Outreach,19130111,404251,69,33,42,,Inactive - Needs Evaluation,5/2/2002 0:00,* OIL & GAS EXTRACTION,"NONE SPECIFIED,31000",NONE SPECIFIED,NMA,NO,NONE SPECIFIED,School District,33.78979,-118.14858
SO CAL GAS/PASADENA  MGP,"815, 859 & 870 SOUTH RAYMOND AVENUE",PASADENA,CA,91105,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,2.4,"5720-004-003, 5720-004-006, 5720-008-905, 5720004003, 5720004006, 5720008905",NO,SMBRP,SMBRP,Chand Sultana,Allan Plaza,Cleanup Chatsworth,19490225,301559,41,25,28,Voluntary Agreement - Standard Voluntary Agreement,Inactive - Action Required,9/8/2020 0:00,MANUFACTURED GAS PLANT,"10062, 10064, 10097, 10197, 20015, 20017, 20027, 30001, 30013, 30160",NONE SPECIFIED,"OTH, SOIL",YES,NONE SPECIFIED,Responsible Party,34.13141791,-118.1485686
Price Club #428,2207 W. Commonwealth,Alhambra,CA,91803,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,,Cleanup Chatsworth,71003265,,49,25,28,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,34.089515,-118.148531
"LONG BEACH SCHROEDER HALL, USAR",3800 EAST WILLOW STREET,LONG BEACH,CA,90808,LOS ANGELES,Military Evaluation,Open Base,4.45,NONE SPECIFIED,NO,DTSC,DTSC,,Referred - Not Assigned,Cleanup Cypress,19970017,400684,69,33,42,,No Further Action,12/13/2018 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,DERA,33.803889,-118.148333
MONROE NEW ELEMENTARY SCHOOL NO. 2,Noble Ave/Rayen Street,North Hills,CA,91343,LOS ANGELES,School Investigation,School,6.7,NONE SPECIFIED,NO,SMBRP,SMBRP,,Javier Hinojosa,Southern California Schools & Brownfields Outreach,19880040,304256,69,33,42,,No Action Required,5/4/2001 0:00,RESIDENTIAL AREA,"NONE SPECIFIED,31000",NONE SPECIFIED,NMA,NO,NONE SPECIFIED,School District,33.77014027,-118.1482525
MONROE PRIMARY CENTER NO. 3,Sepulveda Boulevard/Rayen Avenue,North Hills,CA,91343,LOS ANGELES,School Investigation,School,2,NONE SPECIFIED,NO,SMBRP,SMBRP,,Javier Hinojosa,Southern California Schools & Brownfields Outreach,19750093,304107,69,33,42,,Inactive - Action Required,8/20/2002 0:00,"AGRICULTURAL - ROW CROPS, VEHICLE MAINTENANCE","30001, 30004, 30006, 30007, 30008, 30010, 30013, 30023, 30043, 30207, 30261, 30308, 30309, 30313, 30314, 30315, 30316, 30400","30001-NO,30004-NO,30006-NO,30007-NO,30008-NO,30010-NO,30013-NO,30309-NO,30313-NO,30314-NO,30315-NO,30316-NO,30207-NO,30400-NO,30261-NO,30043-NO,30308-NO,30023-NO",SOIL,NO,NONE SPECIFIED,School District,33.77014027,-118.1482525
"ESB, Inc. (Exide Corporation)",5700 East Olympic Blvd.,Los Angeles,CA,90022,LOS ANGELES,Evaluation,Evaluation,0,NONE SPECIFIED,NO,LOS ANGELES COUNTY,LOS ANGELES COUNTY,Joseph Cully,Douglas Bautista,Cleanup Cypress,60001725,,54,33,42,,No Further Action,4/24/1997 0:00,NONE SPECIFIED,"30013, 30108","3,001,330,108",NONE SPECIFIED,NO,NONE SPECIFIED,EPA Grant,34.013921,-118.148187
JP TURGEON & SON INC,7758 Scout Avenue,Bell Gardens,CA,90201,LOS ANGELES,Evaluation,Evaluation,1,NONE SPECIFIED,NO,SMBRP,SMBRP,,Javier Hinojosa,Cleanup Chatsworth,60001531,301539,64,33,42,EPA - PASI,Refer: Local Agency,6/27/2013 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,EPA Grant,33.960602,-118.148093
Pemaco Metal Processing Corp.,2125 Lemon Street,Alhambra,CA,91803,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,,Cleanup Chatsworth,71002443,,49,25,28,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,34.086526,-118.147776
City of Pasadena Power Plant,72 East Glenarm Street,Pasadena,CA,91105,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,1.5,NONE SPECIFIED,NO,SMBRP,SMBRP,Patrick Movlay,Juli Propes,Cleanup Chatsworth,60001941,301624,41,25,28,Voluntary Agreement - Standard Voluntary Agreement,No Further Action,8/6/2014 0:00,ELECTRIC GENERATION/SUBSTATION,30009,30009,SOIL,NO,NONE SPECIFIED,Responsible Party,34.127509,-118.14732
FAC TARGET SCHOOL,,Long Beach,CA,,LOS ANGELES,Military Evaluation,FUDS,,NONE SPECIFIED,NO,SMBRP,SMBRP,,Douglas Bautista,Cleanup Cypress,80000245,,69,33,42,,Inactive - Needs Evaluation,7/1/2005 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,DERA,33.82916667,-118.1472222
Industrial Forklift Inc.,6710 Florence Ave.,Bell Gardens,CA,90201,LOS ANGELES,Evaluation,Evaluation,2,NONE SPECIFIED,NO,LOS ANGELES COUNTY,LOS ANGELES COUNTY,,Douglas Bautista,Cleanup Cypress,60001740,,64,33,42,,No Further Action,11/19/1999 0:00,NONE,"NONE SPECIFIED,31000",31000,NMA,NO,NONE SPECIFIED,EPA Grant,33.962174,-118.146179
CROWN BRASS MFG. CO.,400 S. PALM AVE.,ALHAMBRA,CA,91803,LOS ANGELES,Evaluation,Evaluation,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,Referred - Not Assigned,Cleanup Cypress,19340793,,49,25,28,,Refer: 1248 Local Agency,4/16/2004 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,Not Applicable,34.08610207,-118.146036
LAGUNA NUEVA ELEMENTARY SCHOOL,6360 Garfield Avenue,Commerce,CA,90040,LOS ANGELES,School Cleanup,School,14.67,NONE SPECIFIED,NO,SMBRP,SMBRP,Johnson Abraham,Shahir Haddad,Southern California Schools & Brownfields Outreach,19890013,304179,54,33,42,,Certified O&M - Land Use Restrictions Only,8/21/2012 0:00,LANDFILL - DOMESTIC,", 30024, 30001, 30013",NONE SPECIFIED,"IA, SOIL, SV",YES,NONE SPECIFIED,School District,33.97558,-118.14577
MODEL PLATING,6709 E. FLORENCE,BELL GARDENS,CA,90201,LOS ANGELES,Evaluation,Evaluation,0.1,6358025034,NO,US EPA,US EPA,Joseph Cully,Patrick Hsieh,Cleanup Cypress,19340785,301920,64,33,42,EPA - PASI,Active,1/28/2021 0:00,METAL PLATING - OTHER,"10093, 10185, 20002",NONE SPECIFIED,"SOIL, SV",NO,NONE SPECIFIED,EPA Grant,33.9617419,-118.1456884
"Ortel, A Division of Emcore",2015 W. Chestnut Street,Alhambra,CA,91803,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,,Cleanup Chatsworth,71002358,,49,25,28,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,34.082035,-118.145524
"Model Plating Co., Inc.",6709 E. Florence Avenue,Bell Gardens,CA,90201,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,Joseph Cully,Patrick Hsieh,Cleanup Chatsworth,71002178,,64,33,42,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.962216,-118.145343
Fremont Site #427,4000 East 4th Street,Long Beach,CA,90814,LOS ANGELES,School Cleanup,School,3.8,NONE SPECIFIED,NO,SMBRP,SMBRP,Lina Hijazi,Shahir Haddad,Southern California Schools & Brownfields Outreach,60003113,404978,69,33,42,,Active,3/1/2021 0:00,SCHOOL - ELEMENTARY,"30001, 30013, 30024, 3002502","30001-NO,30013-NO,30024-NO,3002502-NO",SOIL,NO,NONE SPECIFIED,School District,33.771251,-118.144822
AKIN INVESTMENT CO INC,4029 EAST ANAHEIM STREET,LONG BEACH,CA,90814,LOS ANGELES,Historical,* Historical,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,Referred - Not Assigned,Cleanup Cypress,19800023,,69,33,42,* RCRA 3012 - Past Haz Waste Disp Inven Site,Refer: Other Agency,3/1/1984 0:00,NONE SPECIFIED,10138,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.78303394,-118.1446978
REVERE COPPER,6500 EAST SLAUSON AVENUE,COMMERCE,CA,90040,LOS ANGELES,State Response,State Response or NPL,12,NONE SPECIFIED,NO,DTSC,DTSC,,Sayareh Amirebrahimi,Cleanup Chatsworth,19330370,,54,33,42,,Certified,10/3/1994 0:00,MANUFACTURING - METAL,"30005, 30013, 30018, 30022, 30025, 3002502, 30026, 30027, 30156","30,018,300,223,002,500,000,000,000,000,000,000,000,000,000,000","SOIL, SV, IA",NO,NONE SPECIFIED,Responsible Party,33.98333333,-118.1444444
NORTH AMER  AVIATION,,Los Angeles,CA,,LOS ANGELES,Military Evaluation,FUDS,,NONE SPECIFIED,NO,SMBRP,SMBRP,,Douglas Bautista,Cleanup Cypress,80000084,,62,33,44,,Inactive - Needs Evaluation,7/1/2005 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,DERA,33.83277778,-118.1438889
JACK NORTHROP SCHOOL,10th Street/Avenue K,Lancaster,CA,93534,LOS ANGELES,School Investigation,School,9,NONE SPECIFIED,NO,SMBRP,SMBRP,,Javier Hinojosa,Southern California Schools & Brownfields Outreach,19650017,304193,39,23,27,,No Action Required,7/17/2000 0:00,NONE,"NONE SPECIFIED,31000",NONE SPECIFIED,NMA,NO,NONE SPECIFIED,School District,34.6749,-118.1438
JP ORIGINAL CORP. HSUEH TRUST,2230-2250 TUBEWAY AVENUE,COMMERCE,CA,90040,LOS ANGELES,Evaluation,Evaluation,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,Referred - Not Assigned,Cleanup Cypress,19000024,,54,33,42,,Refer: 1248 Local Agency,5/3/2004 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,Not Applicable,34.0010615,-118.1437303
AIRESEARH AVIATION COMPANY,4150 DONALD DOUGLAS DRIVE,LONG BEACH,CA,90808,LOS ANGELES,Historical,* Historical,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,* Mmonroy,Cleanup Cypress,19370005,,69,33,42,* RCRA 3012 - Past Haz Waste Disp Inven Site,Refer: RWQCB,4/25/1995 0:00,NONE SPECIFIED,"10098, 10179, 10198",NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.8166611,-118.1434299
EDISON/ALHAMBRA,501 S MARENGO AVE,ALHAMBRA,CA,91803,LOS ANGELES,State Response,State Response ERAP,32.55,"5342-029-800, 5342029800",NO,SMBRP,SMBRP,Antonio Sandoval,Andres Cano,Cleanup Chatsworth,19490201,390006,49,25,28,,Active,4/29/1999 0:00,"ELECTRIC GENERATION/SUBSTATION, TRANSFORMER REPAIR","30009, 30018, 30019, 30298","30,018,300,193,029,800,000",SOIL,NO,NONE SPECIFIED,Responsible Party,34.08367992,-118.1433788
L.M. SCHOFIELD CO.,6533 BANDINI BLVD.,LA,CA,90040,LOS ANGELES,Evaluation,Evaluation,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,Referred - Not Assigned,Cleanup Cypress,19730199,,54,33,42,,Refer: 1248 Local Agency,5/31/2005 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,Not Applicable,33.98771647,-118.1427437
Boeing Commercial Airplane Group,3855 N. Lakewood Boulevard,Long Beach,CA,90808,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,,Cleanup Chatsworth,71002218,,69,33,42,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.828088,-118.142683
Century High School,20 S. Marengo Avenue,Alhambra,CA,91801,LOS ANGELES,School Cleanup,School,2.14,NONE SPECIFIED,NO,SMBRP,SMBRP,Rana Georges,Shahir Haddad,Southern California Schools & Brownfields Outreach,60000849,304595,49,25,28,,Certified,11/28/2011 0:00,"FUEL - VEHICLE STORAGE/ REFUELING, FUEL TERMINALS, VEHICLE MAINTENANCE","30001, 30003, 30004, 30006, 30007, 30008, 30010, 30013, 30024, 30025","30001-NO,30003,30004-NO,30024,30025,30013-NO,30006-NO,30007-NO,30008-NO,30010-NO",SOIL,NO,NONE SPECIFIED,School District,34.091247,-118.142103
Hamilton Standard,4401 Donald Douglas Drive,Long Beach,CA,90808,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,,Cleanup Chatsworth,71002399,,69,33,42,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.819498,-118.141935
CHROME CRANKSHAFT COMPANY,6845 FLORENCE PL,BELL GARDENS,CA,90201,LOS ANGELES,State Response,State Response or NPL,2,"6358-019-27, 6358-019-28, 6358019028",NO,SMBRP,SMBRP,Farah Itani,Emad Yemut,Southern California Schools & Brownfields Outreach,19350473,301796,64,33,42,,Active,1/25/1999 0:00,METAL PLATING - CHROME,"30001, 30013, 30022, 30027, 30108, 30153, 30357, 30407, 30542","305,423,002,230,027,000,000,000,000,000,000,000,000,000,000","AQUI, SOIL",YES,NONE SPECIFIED,Not Applicable,33.96572161,-118.14191
Joseph A. Gascon Elementary School,630 Leonard Avenue,Los Angeles,CA,90022,LOS ANGELES,School Investigation,School,1.6,NONE SPECIFIED,NO,SMBRP,SMBRP,,Javier Hinojosa,Southern California Schools & Brownfields Outreach,60000683,304569,52,26,34,,No Action Required,3/14/2008 0:00,SCHOOL - ELEMENTARY,"NONE SPECIFIED,31000",31000,SOIL,NO,NONE SPECIFIED,School District,34.0198,-118.1419
SUVA SCHOOLS,6740 SUVA ST,BELL GARDENS,CA,90201,LOS ANGELES,State Response,State Response or NPL,0.003,NONE SPECIFIED,NO,SMBRP,SMBRP,,* Greg Holmes,Cleanup Cypress,19820014,300714,64,33,42,,No Further Action,6/30/1999 0:00,METAL PLATING - CHROME,"30013, 30153",NONE SPECIFIED,SOIL,NO,NONE SPECIFIED,Responsible Party,33.96785,-118.1417861
LA DEF AREA NIKE BATTERY 40,,Long Beach,CA,,LOS ANGELES,Military Evaluation,FUDS,,NONE SPECIFIED,NO,SMBRP,SMBRP,,Douglas Bautista,Cleanup Cypress,80000282,,69,33,42,,Inactive - Needs Evaluation,7/1/2005 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,DERA,33.80833333,-118.1416667
Woodrow Wilson Classical High School,4400 E. 10th Street,Long Beach,CA,90804,LOS ANGELES,School Cleanup,School,29.5,"7241-004-926, 7241-005-901, 7241-013-901, 7241-014-900",NO,SMBRP,SMBRP,Joe Hwong,Shahir Haddad,Southern California Schools & Brownfields Outreach,60002095,404902,69,33,42,,No Further Action,11/20/2019 0:00,UNKNOWN,30013,30013-NO,SOIL,NO,NONE SPECIFIED,School District,33.778937,-118.141535
CAMEO,6904 EAST SLAUSON AVENUE,COMMERCE,CA,90040,LOS ANGELES,State Response,State Response or NPL,2.62,"6356-017-028, 6356017028",NO,SMBRP,SMBRP,Ahmad Aboughaida,Andres Cano,Cleanup Chatsworth,19390043,301903,54,33,42,Voluntary Agreement - Prospective Purchaser Program,Active,12/8/1993 0:00,"MANUFACTURING - METAL, METAL PLATING - CHROME","30108, 30116, 30152, 30153, 30152, 30153","30152,30153,, ,30108,30116,30152,30153","OTH, SOIL, AQUI, SOIL, WELL",YES,NONE SPECIFIED,Orphan Funds,33.980207,-118.141219
J&S CHROME PLATING,6863 FLORENCE PL,BELL GARDENS,CA,90201,LOS ANGELES,State Response,State Response or NPL,2,"6358-019-005, 6358-019-006",NO,SMBRP,SMBRP,Farah Itani,Emad Yemut,Southern California Schools & Brownfields Outreach,19340358,301907,64,33,42,,Active,8/15/1995 0:00,METAL PLATING - CHROME,"30005, 30013, 30022, 30027, 30108, 30153, 30542","30,542,300,223,002,700,000,000,000,000,000,000","AQUI, SOIL",YES,NONE SPECIFIED,Orphan Funds,33.96564596,-118.1411438
"DOWNEY VENDORS, INC",6814 SUVA STREET,BELL GARDENS,CA,90201,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,1.4,NONE SPECIFIED,NO,SMBRP,SMBRP,,* Greg Holmes,Cleanup Cypress,19420035,300749,64,33,42,Voluntary Agreement - Standard Voluntary Agreement,No Further Action,6/30/2003 0:00,NONE,"30108, 30153, 30357",NONE SPECIFIED,SOIL,NO,NONE SPECIFIED,Responsible Party,33.96664971,-118.1409144
Benjamin Moore Inc.,3325 S. Garfield Avenue,Commerce,CA,90040,LOS ANGELES,Evaluation,Evaluation,1.22,6332008007,NO,SMBRP,SMBRP,Fatima Carrera,Yolanda Garza,Cleanup Chatsworth,60002893,301877,54,33,42,EPA - PASI,No Evidence of Release,12/12/2022 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,EPA Grant,33.98505585,-118.1408368
INEOS COMPOSITES (FORMER ASHLAND SPECIALTY CHEMICAL CO),6608 E 26TH ST,LOS ANGELES,CA,900400000,LOS ANGELES,Corrective Action,Corrective Action,5.6,6332007006,NO,SMBRP,WM,Nicholas Ta,Patrick Hsieh,Cleanup Cypress,80001383,301870,54,33,42,,Active,1/1/2008 0:00,"ABOVE GROUND STORAGE TANKS, HAZARDOUS WASTE STORAGE - TANKS/CONTAINERS, HAZARDOUS WASTE TREATMENT, INCINERATOR - OTHER, MANUFACTURING - CHEMICALS, OIL/WATER SEPARATORS, UNDERGROUND STORAGE TANKS, WASTE - INDUSTRIAL TREATMENT FACILITY","30003, 30016, 30022, 30024, 3002502, 30026, 30027, 30028, 30032, 30088, 30103, 30104, 30105, 30106, 30115, 30136, 30137, 30191, 30192, 30193, 30194, 30195, 30196, 30233, 30243, 30272, 30384, 30386, 30451, 30498, 30499, 30525, 30550, 30565, 30577, 30578, 30593","30003,30565-NO,30578,30022,30024-NO,30026,30032,30104,30105-NO,30137,30192,30193,30195,30196,30498,30499,30272,30384,30550,3002502-NO,30593,30386-NO,30451,30525-NO,30577,30027,30088,30103,30106,30136,30191,30194,30233-NO,30243-NO,30115-NO,30028,30016-NO","AQUI, SOIL, SV, IA, OTH, SOIL, SV",NO,NONE SPECIFIED,Responsible Party,33.988686,-118.140671
6801 Suva Street  and 6814 Foster Bridge Blvd. Properties,6801 Suva Street and 6814 Foster Bridge Blvd.,Bell Gardens,CA,90201,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,2.27,"6358-015-020, 6358-015-069, 6358-015-070, 6358015019, 6358015020",NO,SMBRP,SMBRP,Rania Zabaneh,Meghan Hearne,Cleanup Cypress,60001333,301953,64,33,42,Voluntary Agreement - Standard Voluntary Agreement,Active,5/2/2014 0:00,"AGRICULTURAL - ROW CROPS, FUEL - VEHICLE STORAGE/ REFUELING, MACHINE SHOP, UNDERGROUND STORAGE TANKS, VEHICLE MAINTENANCE, WASTE - INDUSTRIAL WASTE LINE","30022, 30027, 30027","30027,, ,30022,30027","SOIL, SV, IA, OTH, SOIL, SV",YES,NONE SPECIFIED,Responsible Party,33.96781504,-118.1404729
